date,kind,event,source_file,evidence
2026-06-27,infrastructure,host provisioned: api.ge-company.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: argocd.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: es.infra-logs.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: genie.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: go-apis-rest.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: infra-logs.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: jenkins.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: kafka-ui-warpstream.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: kafka-ui.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: kafka-ui.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: optimus-staging.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: prometheus-pushgateway.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: prometheus.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: rest-responder.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: url-shortener-reg-svc.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: alloys.staging.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: anna-internal.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: brazeforms.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: data-lake-streaming-connect.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: dataexport-standard.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: go-apis-us01.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: go-apis.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: growth-braze-forms.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: html-iam-templating-engine.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: k8s-anna-internal.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: masthead-echo.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: misato-2.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: partners.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: rest-01-internal-app.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: rest-anna-internal.braze.com,subdomains.csv,infrastructure (CT)
2026-06-28,infrastructure,host provisioned: webhook-partners.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: api.gpt-at-braze.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: data-lake-streaming-connect.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: dataexport-canary.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: dataexport-test.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: go-apis.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: jenkins.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: kafka-ui-warpstream.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: mail-tracker-02.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: mail-tracker-04.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: mail-tracker-05.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: mail-tracker-07.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: pds-proxy.k8s.tools.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: prometheus-pushgateway.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: prometheus.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: rest.us-10.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: soleng-hub-backend.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: soleng-hub-backend.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: thanos-bucket.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: thanos-query.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,infrastructure,host provisioned: thanos-store.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-29,release,braze-react-native-sdk 22.0.0,sdk_releases.csv,company-own (technical)
2026-06-30,infrastructure,host provisioned: api.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: apns.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: beacon-styling.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: echo.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: k8s-testing-cert-manager.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mail-tracker-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mail-tracker-03.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mail-tracker-06.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mail-tracker-08.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mail-tracker.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: mdb-opsmgr.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: prometheus-pushgateway.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: prometheus.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: rest.iad-05.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: styling.beacon.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: webhook.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: webpush.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-30,infrastructure,host provisioned: webpush.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: appdeploy.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: atlantis.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: beacon-labs.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: cc-elsa.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: cc-sdk-01.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: cdjenkinsv.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: cpjenkinsv.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: deploy.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: k8s-anna.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: k8s-cc-elsa.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: k8s-elsa.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: kirby-kafka-connect.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: labs.beacon.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: optimus.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: optimus.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: or-vpn-1a.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: pds-proxy.k8s.tools.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: pullboy.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: rest-01.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: rest-responder.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: sdk-01.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-01,infrastructure,host provisioned: testkube.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,filing,"8-K filed (5.03,5.07,9.01)",filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,filing,4 filed,filings.csv,statutory (SEC)
2026-07-02,infrastructure,host provisioned: atlantis.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: ces.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api-test.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api.development.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: dplat-api.test.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: event-replay.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: global-ux.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: growlithe.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: growlithe.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: html-iam-templating-engine.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: kirby-kafka-connect.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: pds.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: platform-deployment-service.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: prometheus.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: prometheus.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: prometheus.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: prometheus.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: prometheus.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: rits.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-02,infrastructure,host provisioned: testkube.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: atlantis-observability-internal.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: cobbler-api.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: gtm-hub.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: gtmhub.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: kafka-fallback-restore-connect-low-latency.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: kafka-fallback-restore-connect-low-latency.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: kafka-fallback-restore-connect-warpstream.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-03,infrastructure,host provisioned: kafka-fallback-restore-connect-warpstream.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: backup-webhook.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: dashboard-04.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: dashboard-us04.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: dashboard.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: echo-server-secure.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: fleet-logs.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: go-apis.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: internal-dashboard-04.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: internal-dashboard-us04.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: internal-dashboard.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: k8s-todd-bulk.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-07-04,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
