slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__user_guide__data__activation__custom_data,docs__user_guide__data__activation__custom_data.md,Custom data,"Custom data powers your engagement strategy in Braze. Learn about custom attributes, events, catalogs, data types, and how to manage your data integrity.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/custom_data,2026-09-02,4611,4209,656,9,4,0,0,0,company-own (technical)
docs__user_guide__data__activation__custom_data__blocklist_custom_data,docs__user_guide__data__activation__custom_data__blocklist_custom_data.md,Blocklist custom data,This reference article covers how to blocklist and delete custom events and attributes in Braze.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/custom_data/blocklist_custom_data,2026-09-02,8450,8050,1241,8,2,0,0,0,company-own (technical)
docs__user_guide__data__activation__custom_data__data_types,docs__user_guide__data__activation__custom_data__data_types.md,Data types,"Reference for supported data types for custom attributes, event properties, and catalogs in Braze.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/custom_data/data_types,2026-09-02,28781,28412,4529,28,10,0,287,0,company-own (technical)
docs__user_guide__data__activation__custom_data__managing_custom_data,docs__user_guide__data__activation__custom_data__managing_custom_data.md,Manage custom data,"This reference article covers how to manage custom events and attributes—pre-populating, adding descriptions and tags, managing event properties, forcing data types, and marking attributes as...",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/custom_data/managing_custom_data,2026-09-02,6561,6066,993,8,4,0,12,0,company-own (technical)
docs__user_guide__data__activation__events,docs__user_guide__data__activation__events.md,Events,"Events in Braze track what your users do. Learn about custom events, recommended events, purchase events, and event naming conventions.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events,2026-09-02,1147,778,111,2,1,0,0,0,company-own (technical)
docs__user_guide__data__activation__events__custom_events,docs__user_guide__data__activation__events__custom_events.md,Custom events,"This article describes custom events and properties, segmentation, usage, Canvas entry properties, where to view relevant analytics, and more.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/custom_events,2026-09-02,9895,9483,1515,16,9,0,33,0,company-own (technical)
docs__user_guide__data__activation__events__custom_events__custom_event_properties,docs__user_guide__data__activation__events__custom_events__custom_event_properties.md,Custom event properties,"This article describes custom event properties, their expected format, how to use them, and custom event property storage.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/custom_events/custom_event_properties,2026-09-02,13510,13059,2028,17,4,6,14,0,company-own (technical)
docs__user_guide__data__activation__events__custom_events__nested_objects,docs__user_guide__data__activation__events__custom_events__nested_objects.md,Nested objects in custom events,"This article describes how to send nested JSON data as properties of custom events and purchases, and how to use those nested objects in your...",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/custom_events/nested_objects,2026-09-02,8104,7641,1143,16,5,4,4,0,company-own (technical)
docs__user_guide__data__activation__events__event_naming_conventions,docs__user_guide__data__activation__events__event_naming_conventions.md,Event naming conventions,This reference article covers proper event naming conventions and best practices.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/event_naming_conventions,2026-09-02,2376,1992,303,7,3,0,0,0,company-own (technical)
docs__user_guide__data__activation__events__purchase_events,docs__user_guide__data__activation__events__purchase_events.md,Purchase events,"This reference article describes purchase events and properties, their usage, segmentation, where to view relevant analytics, and more.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/purchase_events,2026-09-02,15826,15415,2407,19,5,6,18,0,company-own (technical)
docs__user_guide__data__activation__events__recommended_events,docs__user_guide__data__activation__events__recommended_events.md,Recommended events,"This reference article describes recommended events, which are recommendations provided by Braze for eCommerce events.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/recommended_events,2026-09-02,34860,34457,4661,43,3,14,506,16,company-own (technical)
docs__user_guide__data__activation__events__recommended_events__ecommerce_events,docs__user_guide__data__activation__events__recommended_events__ecommerce_events.md,How to use eCommerce Events,"Learn how to use eCommerce recommended events in Braze, including supported features, key metrics, and best practices for segmentation, messaging,.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/events/recommended_events/ecommerce_events,2026-09-02,13054,12578,1811,14,3,0,64,0,company-own (technical)
docs__user_guide__data__distribution,docs__user_guide__data__distribution.md,Data distribution,This section includes articles related to data distribution in the Braze Data Platform.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution,2026-09-02,1030,709,99,3,2,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents,docs__user_guide__data__distribution__braze_currents.md,Braze Currents,"This landing page lists articles about the Braze data product called Currents. Here, you can find out how to set up Currents, available partners, delivery...",user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents,2026-09-02,2848,2429,366,5,4,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__event_glossary,docs__user_guide__data__distribution__braze_currents__event_glossary.md,Currents event glossary,"A reference for all Braze Currents events, including message engagement events, customer behavior events, and user profile events.",user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/event_glossary,2026-09-02,759,327,43,3,2,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__event_glossary__currents_changelogs,docs__user_guide__data__distribution__braze_currents__event_glossary__currents_changelogs.md,Currents changelog,This page includes the event changes for each Currents release.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/event_glossary/currents_changelogs,2026-09-02,20749,20348,2962,23,11,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__event_glossary__customer_behavior_events,docs__user_guide__data__distribution__braze_currents__event_glossary__customer_behavior_events.md,Customer behavior and user events,This glossary lists the various Customer Behavior and User Events that Braze can track and send to chosen Data Warehouses using Currents.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/event_glossary/customer_behavior_events,2026-09-02,81149,80649,11146,25,12,104,120,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__event_glossary__message_engagement_events,docs__user_guide__data__distribution__braze_currents__event_glossary__message_engagement_events.md,Message engagement events,This glossary lists the various Message Engagement Events that Braze can track and send to chosen Data Warehouses using Currents.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/event_glossary/message_engagement_events,2026-09-02,65523,65037,9144,137,87,0,75,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__event_glossary__user_profiles_events,docs__user_guide__data__distribution__braze_currents__event_glossary__user_profiles_events.md,User profiles,This glossary lists the user profile updates that Braze can track and send to chosen Data Warehouses using Currents.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/event_glossary/user_profiles_events,2026-09-02,8504,8053,1190,5,3,12,12,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__faq,docs__user_guide__data__distribution__braze_currents__faq.md,Frequently asked questions,This article addresses some of the most frequently asked questions that arise when setting up Braze Currents.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/faq,2026-09-02,14280,13888,2229,33,32,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__setting_up_currents,docs__user_guide__data__distribution__braze_currents__setting_up_currents.md,Set up Currents,This how-to article walks you through the process for integrating and configuring Braze Currents.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/setting_up_currents,2026-09-02,10286,9885,1622,16,5,0,20,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__setting_up_currents__available_partners,docs__user_guide__data__distribution__braze_currents__setting_up_currents__available_partners.md,Available partners,"This reference article outlines the data partners you can use to integrate with Braze Currents, and their use cases.",user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/setting_up_currents/available_partners,2026-09-02,1957,1495,219,5,4,0,0,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__setting_up_currents__custom_http_connector,docs__user_guide__data__distribution__braze_currents__setting_up_currents__custom_http_connector.md,Custom Currents Export,This reference article outlines how to set up a Custom Currents Export to stream Braze Currents event data directly to your own HTTP endpoint in...,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/setting_up_currents/custom_http_connector,2026-09-02,9578,9075,1416,13,8,8,41,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__setting_up_currents__event_delivery_semantics,docs__user_guide__data__distribution__braze_currents__setting_up_currents__event_delivery_semantics.md,Event delivery semantics,This reference article outlines and defines how Currents manages flat file event data we send to Data Warehouse Storage partners.,user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/setting_up_currents/event_delivery_semantics,2026-09-02,8093,7600,1183,10,4,6,28,0,company-own (technical)
docs__user_guide__data__distribution__braze_currents__use_cases,docs__user_guide__data__distribution__braze_currents__use_cases.md,Currents use cases,"This landing page covers common use cases for Braze Currents, including transferring data to Snowflake, Redshift, and understanding how Braze uses Currents.",user_guide/data,https://www.braze.com/docs/user_guide/data/distribution/braze_currents/use_cases,2026-09-02,717,274,37,2,1,0,0,0,company-own (technical)
